SEGGER J-Link RTT Logger
Compiled Sep 27 2022 16:03:22
(c) 2016-2017 SEGGER Microcontroller GmbH, www.segger.com
         Solutions for real time microcontroller applications

Default logfile path: /Users/rbaron/Library/Application Support/SEGGER

------------------------------------------------------------ 

Device name. Default: NRF52 Target interface. Interface speed [kHz]. Default: 4000 kHz RTT Control Block address. Default: auto-detection RTT Channel name or index. Default: channel 1 Output file. Default: RTT_<ChannelName>_<Time>.log 
------------------------------------------------------------ 
Connected to:
  J-Link EDU Mini V1 compiled Mar 28 2023 17:01:59
  S/N: 801036382

Searching for RTT Control Block...OK.
3 up-channels found:
0: Terminal
1: 
2: 
Selected RTT Channel description: 
  Index: 0
  Name:  Terminal
  Size:  1024 bytes.

Output file: /dev/stdout

Getting RTT data from target. Press any key to quit.
------------------------------------------------------------ 

*** Booting Zephyr OS build v3.2.99-ncs2 ***
Initializing
I: LittleFS version 2.5, disk version 2.0
I: FS at flash-controller@4001e000:0x7a000 is 6 0x1000-byte blocks with 512 cycle
I: sizes: rd 16 ; pr 16 ; ca 64 ; la 32
I: /lfs mounted
Reading from to /lfs/0
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 0
Reading from to /lfs/1
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 1
Reading from to /lfs/2
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 2
Reading from to /lfs/3
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 3
Reading from to /lfs/4
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/srTransfer rate: 1.99 KB/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Still
Will get ready
Transfer rate: 54 Bytes/s Data written: 1.02 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 1.05 KB Transfer rate: 0 Bytes/s Data written: 1.05 KB Transfer rate: 0 Bytes/s Data written: 1.05 KB Transfer rate: 0 Bytes/s Data written: 1.05 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
Transfer rate: 70 Bytes/s Data written: 32.83 KB Transfer rate: 0 Bytes/s Data written: 32.83 KB Transfer rate: 0 Bytes/s Data written: 32.83 KB Transfer rate: 0 Bytes/s Data written: 32.83 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-7194,776,23095,-2213,-203,1415
-8784,179,24907,-1743,-191,2457
-9627,-604,25620,-675,222,4037
-9435,-2753,23727,738,685,5255
-8134,-4960,21038,3321,331,6383
-5515,-4821,20161,6233,-1269,8041
-1396,-3921,18985,8005,-2120,9182
2327,-3250,15449,7832,-1733,10064
5371,-1233,13615,6745,-1486,10941
8347,148,13339,5406,-857,11041
10119,1246,10207,4193,625,10708
12359,2267,8943,3656,345,9632
14461,3734,10115,3197,-1072,7194
14819,3349,12104,2947,-2259,3272
14633,1030,13341,3603,-2747,-618
13072,375,15716,4365,-2872,-2858
12484,-353,15813,3607,-1494,-4549
11114,736,15249,2021,179,-5273
9464,2213,12981,472,1259,-6746
7573,1953,12230,711,1072,-9092
4054,1838,13094,164,-70,-11143
1285,-257,14226,-1075,-191,-13049
-1333,-1452,15409,-2406,220,-13419
-3882,-925,15056,-3406,1326,-12496
-7569,-188,13184,-3524,1902,-11543
-10121,-1932,12143,-2334,1149,-11351
-12599,-3236,13835,-1025,-87,-10253
-14052,-4416,15289,-1713,-159,-8287
-15123,-4064,15160,-3430,457,-5622
-14847,-3957,14449,-3877,1075,-2786
-15229,-3118,13069,-3489,1270,-25
-14678,-3242,12150,-2890,575,2100
-12684,-3209,12912,-2321,-1026,4385
-9978,-2578,14987,-2106,-1454,6466
-6811,-2913,14546,-2962,-896,7776
-4020,-3534,14705,-2622,-281,8956
-1132,-3391,14491,-2625,-307,10271
2051,-2454,15885,-3081,-1199,11490
4180,-750,18013,-3175,-1486,11960
8209,-1506,17694,-2833,-730,11228
7093,2244,19631,-2244,-1029,11395
9364,697,17522,-2576,362,8416
8665,1508,17019,-3285,-126,6973
9835,990,17283,-3942,-1224,5195
10472,1526,18868,-3902,-1976,4226
11404,2528,19027,-4003,-1639,2816
12022,4188,17674,-4155,-1082,729
12455,4005,17452,-4131,-1305,-2160
11303,2191,19282,-3600,-1731,-5114
10802,-906,20697,-2890,-1380,-7864
9555,-1994,21398,-2690,-792,-9335
7929,-2272,20375,-2734,-37,-10682
5901,-2762,18435,-1953,348,-12157
3684,-4301,17390,-844,-187,-13344
554,-5755,19034,-188,-1113,-13651
-3479,-6520,18505,-103,-1458,-13222
-7128,-6832,19102,1084,-2041,-12287
-8447,-7093,21359,1481,-2716,-10696
-10267,-6432,22256,-25,-1980,-8086
-12371,-5690,20480,-1556,-667,-5252
-13244,-5296,20128,-867,-564,-2532
-12133,-3888,22535,183,-1083,78
-11354,-1919,22858,-165,-490,2161
-10253,-1177,22326,-980,596,3492
-8736,-1137,23049,-1226,1044,4571
-6068,-1660,23840,-297,1796,5493
-3245,-1434,22976,275,2608,6308
-958,-472,22212,811,2668,6700
970,-1002,20993,1724,2837,6243
2002,-1982,18858,2165,3062,5766
3280,-3088,16413,2128,2884,5700
3458,-2888,14587,3167,2471,5945
4090,-3281,12083,4359,1721,5332
4409,-3090,10996,4451,-16,4547
4939,-2453,10519,4115,-1422,3598
4663,-2230,10761,3738,-1741,2549
3959,-2937,11459,3512,-1374,1683
3058,-3194,11798,2826,-505,1634
1923,-1627,11222,975,-151,2053
1371,-584,12262,633,-662,1871
1656,191,14447,696,-1536,1145
1713,181,16500,423,-1649,96
1220,-752,16729,752,-863,-739
587,-1036,17920,1079,-439,-692
388,-779,17437,71,140,-497
-107,-397,16281,-562,444,-647
-550,-725,15913,-246,-8,-1190
-567,-1416,17044,319,-524,-1397
-399,-1365,17338,161,-276,-982
-579,-925,16096,19,200,-602
-558,-724,15765,289,-166,-611
-133,-544,16640,551,-671,-641
-141,-460,16881,361,-585,-689
-38,-574,17373,556,-396,-657
-337,-426,17854,704,127,-353
-494,-508,16742,231,593,-331
-312,-417,17008,211,95,-346
-170,-258,17345,267,-329,-424
-227,-630,17716,313,-285,-614
-508,-1012,17362,359,-17,-549
-675,-890,17038,370,151,-194
-610,-541,16763,247,24,5
-352,-197,16866,300,-293,-97
117,-611,17389,405,-546,-391
42,-516,17290,403,-452,-320
-54,-599,17137,489,-187,-212
-202,-524,16578,378,41,-95
-381,-176,16371,318,-79,-44

---END DUMP---
Transfer rate: 7.63 KB/s Data written: 36.67 KB Transfer rate: 0 Bytes/s Data written: 36.67 KB Transfer rate: 0 Bytes/s Data written: 36.67 KB Transfer rate: 0 Bytes/s Data written: 36.67 KB Transfer rate: 0 Bytes/s Data written: 36.67 KB Moving
Transfer rate: 19 Bytes/s Data written: 36.68 KB Transfer rate: 0 Bytes/s Data written: 36.68 KB Transfer rate: 0 Bytes/s Data written: 36.68 KB Still
Will get ready
Transfer rate: 53 Bytes/s Data written: 36.70 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 36.74 KB Transfer rate: 0 Bytes/s Data written: 36.74 KB Transfer rate: 0 Bytes/s Data written: 36.74 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-6956,3258,22363,-3881,-1445,1009
-8534,938,24117,-3416,-1119,938
-9364,-2436,24770,-1149,-238,1471
-8623,-5088,23594,1132,346,3168
-6995,-4872,22412,3054,100,6032
-4298,-3773,20432,4460,-199,8326
-1526,-3077,17484,5996,-517,9772
2574,-2584,15346,7390,-1357,10499
6491,-747,14845,7004,-1919,11053
10090,1046,14090,5222,-1829,10903
13477,2082,12615,4196,-1189,10012
15937,2982,13524,4418,-729,8645
16710,3233,14391,4240,77,6307
14986,3342,13409,3992,852,3065
15811,508,11640,4171,843,-1130
14096,284,13493,4868,-58,-3225
11294,225,14629,3850,119,-4894
8729,-256,12038,2741,1181,-6571
5827,640,11396,2021,225,-7795
3128,1040,12735,1532,-1203,-9144
1519,-577,15329,1379,-1380,-10345
-827,-203,15631,355,-215,-9789
-6673,2423,14327,-558,920,-8739
-10758,1610,15053,-812,-37,-10324
-9877,-1221,15964,-701,-2454,-11225
-9766,-683,18083,-764,-3368,-9006
-9845,883,16433,-3166,-2265,-6660
-10094,930,15329,-3809,-1147,-5113
-10671,-38,14020,-3286,-361,-3893
-11198,-1882,13582,-2737,-102,-2348
-11743,-2539,13115,-2013,-10,279
-10987,-2026,11884,-1619,-90,3068
-9096,-1445,11913,-1665,-494,5236
-7524,-1612,13187,-2022,-583,6621
-5595,-2822,13352,-2364,31,7635
-3486,-3322,12695,-2837,423,9246
-801,-2587,12785,-2821,123,10946
2669,-826,14780,-1730,-443,11749
6485,1690,15824,-1512,-589,11064
9058,3200,17372,-3044,-968,8968
9788,2551,18366,-4395,-1193,6071
10479,701,19587,-4209,-1258,4029
9999,768,20198,-3994,-741,3692
10197,1294,20009,-4446,103,3310
11497,2282,20475,-4380,348,2472
12495,2887,21266,-3532,418,803
12870,2868,20996,-2770,342,-1306
12254,2668,20592,-1725,119,-3314
11902,1640,19640,-756,-17,-5293
10991,1246,17493,-466,-36,-6784
9255,591,16048,-372,-326,-8396
6646,42,15857,-388,-1130,-10047
5624,-1197,16788,-431,-1797,-11511
4441,-3048,16529,-533,-1433,-12549
1786,-5364,16437,-410,-1314,-12693
-2518,-5559,17537,-283,-1821,-11647
-5157,-5947,19508,-587,-1775,-10915
-6475,-5919,18175,-1991,-984,-9911
-7320,-5327,16297,-2409,-1104,-8242
-6531,-3631,17313,-1726,-2438,-6207
-6395,-1165,19134,-1380,-2829,-4252
-7394,-386,21287,-2101,-2080,-3339
-9749,-1219,22447,-2758,-755,-2724
-12250,-2465,24147,-2835,492,-1397
-13389,-3629,25109,-2959,1917,735
-12081,-3261,25116,-2306,2562,3641
-10169,-1569,24894,-950,2112,6062
-7002,-2096,23882,939,1778,6931
-3473,-1969,24694,2291,1607,7776
359,-815,24032,1514,2251,8125
3604,-390,21566,-432,3045,7218
5222,-907,18178,-1617,3298,5594
5860,-2012,15118,-1472,2745,4062
6938,-3208,11521,-973,1948,3198
6609,-3180,10907,998,649,3756
5905,-2515,12232,4153,576,4117
5251,-2035,11278,4446,1066,3703
3986,-1785,9332,3870,1034,2854
2456,-2050,10276,4606,261,1964
1884,-2287,12159,4767,-342,1464
1190,-1637,13137,3348,-372,1560
1022,-599,13407,1277,-651,1690
1254,-131,15116,855,-1257,1402
1471,-336,16868,557,-1126,913
961,-204,15870,85,-168,694
411,89,16104,513,53,390
690,-252,16729,465,-557,-159
720,-504,17403,183,-660,-475
324,-757,17072,-157,-248,-573
427,-1301,17377,-101,128,-614
159,-1115,16863,-63,433,-458
-274,-1216,16329,213,540,-386
-611,-676,16166,253,220,-217
-361,-535,16912,193,-217,-290
212,-560,17575,59,-331,-339
208,-139,17382,-273,-126,-264
14,-228,16484,-176,97,-361
-487,-165,16802,310,-179,-433
-594,-674,17038,608,-356,-541
-661,-400,17016,466,-416,-355
-337,-454,17104,235,-455,-318
-85,-335,17353,331,-459,-301
31,-396,17439,349,-363,-376
-143,-442,16777,225,-191,-366
-325,-228,17128,413,-278,-314
-129,-677,17245,375,-284,-395
-290,-558,17103,253,-158,-180
-157,-302,16968,230,-94,2

---END DUMP---
Transfer rate: 7.63 KB/s Data written: 40.55 KB Transfer rate: 0 Bytes/s Data written: 40.55 KB Transfer rate: 0 Bytes/s Data written: 40.55 KB Transfer rate: 0 Bytes/s Data written: 40.55 KB Transfer rate: 0 Bytes/s Data written: 40.55 KB Transfer rate: 0 Bytes/s Data written: 40.55 KB Will get ready
Transfer rate: 35 Bytes/s Data written: 40.57 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 40.61 KB Transfer rate: 0 Bytes/s Data written: 40.61 KB Transfer rate: 0 Bytes/s Data written: 40.61 KB Transfer rate: 0 Bytes/s Data written: 40.61 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-5741,2750,23211,-1823,157,2321
-7313,1267,23317,-1773,602,2638
-8711,153,23369,-814,464,3480
-9253,-892,22450,850,179,4575
-7784,-3004,20496,2806,-437,5442
-4896,-3308,19666,4072,-1972,6727
-1529,-2607,18274,4294,-2532,7849
809,-2059,15626,3223,-2100,8592
3035,-2272,13130,3236,-1624,9070
5186,-1803,11112,4796,-1410,9543
8220,-1162,10611,4915,-1682,9827
11126,672,11414,3097,-2040,9516
12719,1252,12621,2093,-1870,7832
13835,477,13743,2565,-1387,5341
15198,275,14709,3534,-1204,3005
15318,984,14540,4126,-1113,526
15653,1412,15360,4102,-1247,-2288
14311,2068,15647,2908,-442,-4638
12410,1713,13821,1554,989,-7076
8873,1284,12638,1204,1450,-9143
6150,632,13758,1141,1242,-11064
3284,-1293,14702,681,2194,-12408
-429,-1655,15264,-267,3292,-12708
-3909,-1274,13558,-1720,2905,-12713
-6903,-1088,14073,-1635,1079,-12690
-8990,-1742,15205,-1134,-375,-12456
-11099,-2263,15784,-1132,-803,-11387
-13146,-2119,14034,-1786,-668,-9518
-15268,-1941,12051,-1571,-1039,-7360
-16596,-1641,12417,-1434,-2224,-5019
-16555,-1904,13419,-1904,-2518,-2448
-16179,-2167,12754,-2540,-1682,563
-15137,-2415,11546,-2846,-1335,3396
-13063,-2940,11970,-2336,-2031,5615
-10950,-4080,12390,-1730,-2262,7636
-8648,-5183,12232,-1941,-1995,9865
-4040,-4939,13621,-2786,-1952,12106
994,-3189,15641,-3784,-1813,13565
5310,-2731,16599,-4094,-233,13402
6495,-84,14364,-5722,-29,13027
9333,242,16105,-5086,-1240,10973
13033,117,21424,-3311,-2596,9149
15181,1033,23969,-3097,-1486,8240
15601,2476,22652,-3103,671,7215
15858,3454,21028,-1821,1386,5228
15395,3822,20632,-97,733,2643
15062,3086,19737,14,-535,-400
14820,2074,20670,154,-1286,-2907
13750,763,20434,706,-457,-4626
11670,938,18127,89,243,-5994
10232,757,15066,-708,139,-8779
8907,-1658,12853,-45,-1738,-11686
7015,-3523,14407,1261,-4671,-13000
4934,-4998,17800,1564,-5483,-12814
1839,-5018,18914,1040,-3939,-11709
-883,-4355,18750,-247,-2754,-11143
-4324,-3943,19234,-1424,-2584,-10753
-7160,-4465,19884,-2325,-2644,-9998
-9278,-4470,20282,-2952,-2800,-8574
-9327,-4148,22000,-2621,-2652,-6862
-12066,-2315,23204,-2350,-2234,-4578
-13574,-2308,22822,-2905,-1549,-3341
-13245,-2340,23009,-2737,-1182,-1619
-12046,-1729,25494,-2005,-783,928
-10613,-947,25865,-1331,813,3297
-8332,-901,24411,-901,2520,5110
-5919,253,24618,-353,2976,6815
-2549,812,26363,33,2869,7053
565,-2007,23441,871,3996,6253
2161,-2840,21460,3346,4483,6834
3615,-1679,20284,4653,4054,7377
6001,-2454,16484,4580,4120,6466
6659,-2390,14038,5532,3276,6117
7235,-1746,12280,5807,1898,5653
6814,-672,10775,4112,432,4361
7497,-1921,11264,3563,-398,2289
6371,-2011,10449,3165,393,1633
4516,-2440,9167,2435,1532,1455
3945,-2308,8732,1532,1398,1518
3404,-410,9366,192,304,1688
2645,497,11837,53,-284,1050
2301,-93,14955,523,43,269
1273,-250,15872,-281,970,-93
473,-1098,15878,-599,1668,-436
-47,-1100,15422,-713,1103,-401
137,-264,15948,-683,-175,-217
789,409,17227,-765,-828,-295
479,1146,16588,-956,-342,-597
307,142,16524,-504,84,-1234
-256,-775,16686,208,275,-1276
-205,-914,17609,595,395,-717
-94,335,17266,-113,622,-148
-177,618,16885,-470,640,-465
-374,109,16916,-260,175,-1056
-323,-735,18052,67,-374,-1253
-452,-677,18163,71,29,-838
-626,1,16907,-195,544,-376
-447,401,16266,-4,318,-340
-165,353,17393,217,-223,-591
-452,-209,17432,330,-172,-796
-601,-481,17855,456,-10,-647
-531,-371,17052,185,210,-348
-444,-218,16417,170,134,-193
-287,52,16334,203,-228,-167
-179,183,16923,263,-400,-260
-320,-99,16875,33,-187,-432
-472,-124,16718,-82,-110,-373
-388,-190,16539,-67,-180,-279

---END DUMP---
Transfer rate: 7.64 KB/s Data written: 44.43 KB Transfer rate: 0 Bytes/s Data written: 44.43 KB Transfer rate: 0 Bytes/s Data written: 44.43 KB Transfer rate: 0 Bytes/s Data written: 44.43 KB Transfer rate: 0 Bytes/s Data written: 44.43 KB Transfer rate: 0 Bytes/s Data written: 44.43 KB Moving
Transfer rate: 19 Bytes/s Data written: 44.44 KB Transfer rate: 0 Bytes/s Data written: 44.44 KB Still
Will get ready
Transfer rate: 54 Bytes/s Data written: 44.47 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 44.50 KB Transfer rate: 0 Bytes/s Data written: 44.50 KB Transfer rate: 0 Bytes/s Data written: 44.50 KB Transfer rate: 0 Bytes/s Data written: 44.50 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-6262,2776,22949,-2183,452,1634
-7941,2075,24589,-1673,774,2161
-9185,-262,25400,159,1195,2517
-9342,-3196,25555,2327,1403,3345
-8348,-3941,23984,4098,1436,5140
-6899,-3275,20252,5256,1042,7007
-4457,-3202,17530,6252,-184,8023
-412,-2819,14910,7127,-1451,8627
3440,-1177,12963,7646,-2518,9217
6665,767,11851,6781,-2761,9222
8389,2936,10025,4329,-2666,8431
10175,2984,9316,3435,-2618,6567
11307,2680,9569,3331,-2633,4968
12728,2329,10860,2766,-2510,3885
13740,2843,12044,2091,-2007,2988
14874,3308,13074,1459,-1518,1213
15511,3119,13553,1219,-1112,-1490
14696,2892,14147,1358,-1088,-4250
13379,2802,15666,1372,-873,-6659
11703,2177,16486,530,547,-8577
8764,1767,14724,-839,2500,-10030
4411,1843,13757,-1330,2565,-11565
207,483,12026,-1645,954,-13510
-3090,-1638,14042,-73,-1789,-14419
-5497,-1279,18359,308,-3600,-13664
-8524,-980,18209,-1907,-2488,-12529
-10562,-1725,15888,-2414,-2061,-11541
-10735,-2724,17156,-1252,-3310,-10025
-10718,-2850,19167,-883,-3200,-7615
-11039,-2711,17369,-1501,-1213,-4924
-11645,-1922,15160,-1603,274,-2387
-12428,-1237,13625,-1444,868,-389
-13254,-2097,11790,-1536,975,976
-12455,-3737,11299,-1578,196,2558
-11681,-4103,11246,-1590,-565,4982
-10007,-5544,11575,-1599,-552,7267
-7376,-5302,13074,-2541,162,10406
-4687,-3061,13478,-4305,1513,13762
-339,-1556,14526,-5130,2272,15279
3324,296,16167,-5725,1568,15167
6912,984,16483,-5186,916,13497
10209,1504,18918,-3751,312,11835
13966,4023,22866,-4825,-215,10389
14648,6238,24663,-6342,959,8474
12562,4720,21784,-6077,2432,5362
10901,1959,19478,-3580,1676,2509
10173,1150,20453,-712,-753,830
10481,751,22694,474,-2247,-607
9965,13,21984,-185,-1414,-1826
9543,-135,19114,-1048,-57,-2746
9875,67,15840,-1039,129,-3741
10639,1044,14779,189,-936,-5040
12001,1731,13612,724,-2369,-7200
12064,1309,15271,-174,-3393,-9826
8513,-248,16333,-2630,-3163,-11932
5181,-3072,18428,-3868,-2002,-13748
1887,-5997,17640,-4619,-319,-14683
-3023,-7135,16162,-4988,-879,-14496
-6696,-8072,18205,-4211,-3514,-14078
-10581,-8205,20971,-2613,-5069,-12547
-11977,-8313,22063,-935,-4239,-9882
-11059,-6304,21638,-1328,-2568,-6479
-9996,-3599,18473,-2009,-1280,-3769
-9067,-2384,17496,-575,-1022,-2351
-7925,-2321,18549,-304,-1006,-965
-7107,-1913,19366,-1232,-118,937
-6713,-169,20632,-1951,578,3013
-7105,1359,21366,-2625,1017,4536
-6956,1109,21861,-2868,845,5232
-5015,-779,25025,-1862,-582,5529
-2975,-1588,29483,1239,-1602,6190
-317,-2754,29614,3899,-90,6657
2032,-2672,25749,4148,1814,6991
4442,-2589,22595,4603,2306,6363
5808,-2914,21174,5692,2424,5419
5878,-3562,17970,5187,3443,4629
5695,-4283,11865,4190,4272,4195
4997,-3597,8175,5158,3264,4125
4685,-2621,7125,6079,810,3298
4687,-2665,8272,6066,-1231,1962
3823,-3455,9248,4925,-1286,1187
2837,-3317,10593,2991,-36,1508
2190,-2364,10865,951,1301,2274
2020,-181,11686,289,1695,2808
2529,938,13715,960,1577,2115
2339,907,14125,861,979,951
2199,252,16835,1156,-66,60
1872,274,17665,821,-21,-211
1528,359,17543,-450,579,-333
1025,319,17460,-771,1242,-564
290,28,16138,-882,1508,-963
-300,-796,16195,-372,1077,-1295
-321,-1099,16854,-137,372,-1140
-186,-281,17297,97,-77,-772
184,-12,17440,-50,-86,-706
86,88,17148,-207,-36,-717
-118,-205,17219,-76,-126,-778
-424,-317,17077,-49,-140,-585
-432,-247,17227,-183,-101,-275
-624,292,16241,-99,20,2
-251,83,16568,443,-386,-111
-191,222,16665,543,-610,-194
-82,89,16627,419,-550,-342
-120,-50,17063,383,-528,-335
11,-310,17164,338,-335,-229
188,-73,17014,-92,-271,-80
5,-34,16880,-228,-244,-158
-291,-150,16528,-330,-302,-280
-193,-387,16898,-356,-433,-325
-93,-435,17174,-523,-367,-286
-4,-201,16702,-514,-142,-214
-90,-97,16461,-435,-63,-272
-65,-164,16408,-565,-115,-381

---END DUMP---
Transfer rate: 7.98 KB/s Data written: 48.50 KB Transfer rate: 0 Bytes/s Data written: 48.50 KB Transfer rate: 0 Bytes/s Data written: 48.50 KB Transfer rate: 0 Bytes/s Data written: 48.50 KB Transfer rate: 0 Bytes/s Data written: 48.50 KB Transfer rate: 0 Bytes/s Data written: 48.50 KB Moving
Transfer rate: 19 Bytes/s Data written: 48.51 KB Still
Will get ready
Transfer rate: 53 Bytes/s Data written: 48.53 KB Moving
Will start to capture
Transfer rate: 70 Bytes/s Data written: 48.57 KB Transfer rate: 0 Bytes/s Data written: 48.57 KB Transfer rate: 0 Bytes/s Data written: 48.57 KB Transfer rate: 0 Bytes/s Data written: 48.57 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-8504,2260,23670,241,-1542,1629
-9556,314,26259,1617,-1815,2254
-10036,-1770,25365,2254,-553,3710
-9529,-2504,22937,2724,-123,5715
-8080,-3176,19563,2876,-809,7323
-3636,-3254,18185,3312,-1981,8373
1145,-1420,16323,2315,-2374,9347
4949,-424,13344,1120,-1337,9273
8211,231,11045,727,-583,8628
10411,721,10733,1500,-418,7982
11682,538,9683,1430,-329,7001
13037,99,10086,1526,-630,5714
13498,519,10607,1470,-1080,4207
14404,-503,12429,1865,-1553,2115
14703,-1232,14821,1646,-1807,493
14842,-590,16697,1508,-1027,-469
14966,246,18045,1776,529,-1731
13402,2120,16303,1561,2070,-3628
11823,2623,16784,1875,2286,-6354
8959,1598,17388,1338,2638,-9164
4544,-892,16641,1186,4379,-11137
-1323,-1211,14625,1251,4696,-11790
-3683,-45,14878,2215,2818,-12822
-4978,577,16227,3742,-380,-14405
-6605,-2657,17202,5640,-2387,-15701
-9384,-4227,16539,4438,-2461,-13875
-10490,-2907,15050,1489,-1380,-10261
-10188,-720,13890,208,-770,-7410
-10443,330,12798,88,-1120,-6263
-11892,-353,11406,-132,-1459,-5809
-13001,-1726,11281,-959,-1579,-4597
-13465,-1935,11390,-1582,-1290,-2127
-13431,-1980,10686,-1884,-1237,402
-12548,-2746,10707,-1746,-1832,2391
-11124,-2708,11974,-1471,-2786,4509
-10219,-3056,14562,-2089,-2259,6505
-9857,-3712,13388,-3741,274,8491
-8306,-3749,12147,-4329,1696,10588
-5371,-3308,13074,-4606,1506,12281
-1810,-3051,13340,-4538,835,13041
1245,-2991,14766,-3495,103,13203
4311,-2340,18587,-3914,-264,13278
7316,-1329,19957,-6210,617,12823
9278,-368,18597,-7422,948,11265
11153,-88,19514,-5373,-473,9280
13107,1033,22098,-3028,-2037,7916
15110,2541,22058,-2889,-2640,6419
16696,3531,22980,-2576,-2644,4535
17245,3781,23188,-2230,-1838,2391
16765,3560,23030,-1779,-788,54
15838,2597,22033,-1277,379,-2677
14158,797,19712,-972,1116,-5589
12079,-1015,18126,280,538,-8062
8852,-878,17392,1272,-778,-10169
7195,-2185,14918,1052,-2108,-12616
5766,-3116,15987,1140,-3502,-13963
4075,-5389,17489,43,-3262,-14574
1079,-6396,17613,-1836,-1587,-13818
-2705,-5498,16269,-2924,-294,-12514
-6126,-5120,15220,-2893,-1051,-11772
-7753,-5512,17277,-1660,-2862,-11016
-7644,-5238,21031,-1403,-3299,-9511
-7677,-3821,20761,-2487,-1841,-7708
-7591,-2692,19406,-2630,-863,-6038
-7538,-1548,19471,-2181,-817,-4671
-7579,-2020,19613,-1924,-495,-3949
-8414,-2838,18313,-2070,-54,-2763
-7859,-2776,19171,-1300,115,-871
-6939,-1298,19914,-574,443,1188
-6479,-537,20458,-417,1072,2362
-5973,-1129,20290,-335,1473,2969
-5193,-1856,21198,565,1250,3937
-4336,-1960,22996,1698,831,5243
-3325,-1164,24287,2205,849,6417
-2682,-423,23787,2331,1606,7081
-1456,-695,22042,2670,2288,7006
161,-976,21661,3280,2387,6709
1675,-1914,19290,3031,2865,6205
3114,-2750,15647,3056,3336,6059
4064,-1587,14486,3440,2594,6205
5409,-1123,13032,2979,1969,4992
5428,-1308,11268,2627,1344,3245
5232,-2223,9473,1906,-7,1701
5117,-3354,11172,3165,-699,1081
4302,-2393,12090,2643,-225,1567
2813,-1093,10974,846,560,1534
1750,-1390,12100,858,238,748
1526,-1820,14668,1197,-535,303
1849,-1762,17051,1240,-610,518
1652,-648,16927,599,-60,920
1396,-63,16667,262,37,691
1173,-293,17114,320,-275,34
713,-252,17490,457,-455,-514
223,-946,16961,415,-225,-832
-626,-679,16107,502,-87,-528
-313,-630,16921,648,-363,-327
102,-90,17066,453,-217,-216
134,171,16503,302,-148,-531
-81,-570,16854,458,-366,-1002
-489,-775,16837,201,-332,-762
-361,-571,16898,-177,-97,-204
-100,215,16912,-368,-99,103
197,634,16712,-31,-284,-208
221,-207,17235,393,-422,-722
44,-199,16907,243,-334,-588
159,8,16388,-32,-266,-326
4,211,16490,78,-466,-321
-86,-64,16668,96,-521,-495
-507,-265,16329,51,-280,-468
-513,-234,16065,153,-319,-284
-178,-121,17057,250,-681,-195
-138,-13,17274,170,-777,-245
-109,-120,17373,266,-731,-300
-59,-165,17806,181,-530,-293
-363,-149,17271,-118,-204,-284

---END DUMP---
